body_type,bought_condition,car_id,city,color,condition,engine_size,fuel_type,make,mileage,model,price,registered_city,selling_condition,transmission,year_of_manufacture
,Registered,jEY4wdZJb3fiwrHvbzNY8kEdY19luUk,Ikeja,Black,Nigerian Used,1800,Petrol,Toyota,351367,Corolla,4725000,,Registered,Automatic,2009
SUV,Imported,jEY4wdZyswXpY6N9xtnO4jw9zO44INK,Magodo,White,Nigerian Used,4700,Petrol,Lexus,299873,LX,3780000,LAGOS,Registered,Automatic,2003
,Imported,jEY4wdZVw2AqA0uAIuBGl7IdHZ5aXuL,Karu,Gray,Nigerian Used,4000,Petrol,Nissan,374334,Frontier,5040000,,Registered,Automatic,2005
SUV,Registered,jEY4wdZIfQ1DqLUdj72M8rKuE3Fde8b,Benin City,Black,Nigerian Used,3500,Petrol,Toyota,164029,RAV4,6760000,EDO,Registered,Automatic,2008
Coupe,Imported,jEY4wdZOSHEhT2RGLKYiFQXDp9r1Wli,Uyo,Red,Foreign Used,2500,Petrol,Scion,157510,tC,9975000,,Imported,Automatic,2013
,Registered,jEY4wdZtRLvo9LldcGa3LweCcYo9AD3,Port-Harcourt,Silver,Local Used,,Petrol,Mercedes-Benz,36929,C180,3045000,Lagos,Registered,Automatic,2001
SUV,Registered,jEY4wdZF0RlgaNNJ9qXqZHB1WEBjHGz,Lugbe District,Silver,Local Used,2000,Petrol,Kia,249565,Sportage,5355000,ABUJA,Registered,Automatic,2008
SUV,Registered,jEY4wdZKSUnBVaME3kl1WgY4leGZ0zS,Alimosho,Gold,Nigerian Used,4400,Petrol,Land Rover,175683,Lr3,4725000,Lagos State,Registered,Automatic,2006
SUV,Imported,jEY4wdZKRF6N1NoRR9qyRo04Isz4ZlU,Isolo,Black,Local Used,4700,Petrol,Lexus,252075,GX,6300000,Lagos,Registered,Automatic,2003
SUV,Imported,jEY4we00l3mCrxixQtzvbHF8IiO4s4U,Ikorodu,Black,Foreign Used,3500,Petrol,Nissan,287197,Pathfinder,14070000,,Imported,Automatic,2015
,Imported,jEY4wdZrkOGeJFhFtGRRAMfC0ezvIB8,Benin City,Silver,Nigerian Used,3500,Petrol,Lexus,195593,ES,9360000,Lagos,Registered,Automatic,2009
SUV,Imported,jEY4wdZVO0SEC2P04Q00wyqQY61qyDw,Lekki,White,Nigerian Used,3700,Petrol,Lincoln,205738,MKZ,9975000,LAGOS,Registered,Automatic,2011
,Registered,jEY4wdZyAg0dzrhV2xibRAssVlwZELX,Ibadan,Silver,Local Used,2400,Petrol,Toyota,172472,Camry,3744000,LAGOS,Registered,Automatic,2003
,Imported,jlCs49PF6sbMvOeW2dk8OX8Nl6rkXB,Alimosho,Black,Foreign Used,5400,Petrol,Ford,350772,F-150,5806500,,Imported,Automatic,2008
SUV,Imported,jEY4wdZQBpDkOXo1Igqs1F00Y96cp0N,Uyo,Gold,Nigerian Used,3500,Petrol,Ford,199352,Edge,3675000,AKWA IBOM,Registered,Automatic,2007
Coupe,Registered,jEY4wdZ9VYSQ3XV33WeWGR7mUdNQWFQ,Ojodu,Black,Nigerian Used,1600,Petrol,Mini,210870,Cooper,5250000,,Registered,Automatic,2008
,Imported,jEY4wdZWDBmxwAtCi9ffDETqFtVyfkM,Ibadan,White,Nigerian Used,3500,Petrol,Toyota,39267,Sienna,5565000,LAGOS,Registered,Automatic,2007
,Imported,jEY4wdZPR8uOZw1GCJ1EGtmrKk6wxxR,Ikeja,Blue,Nigerian Used,1800,Petrol,Toyota,310353,Matrix,3675000,Lagos,Registered,Automatic,2006
SUV,Imported,jEY4wdZwXjCjdjrq5oNGq504vUIYL7U,Gwarinpa,Blue,Nigerian Used,3500,Petrol,Honda,138105,Crosstour,4987500,,Registered,Automatic,2010
SUV,Imported,jEY4wdZmZO2DRfEIIFIWDW0zUQgfgWA,Alimosho,Silver,Foreign Used,3500,Petrol,Lincoln,131965,MKX,14175000,,Imported,Automatic,2015
Minivan,Imported,jEY4wdZuEYop4JmuNDXpXH83qbpThHp,Uyo,Silver,Foreign Used,3500,Petrol,Toyota,91327,Sienna,14560000,,Imported,Automatic,2012
,Imported,jEY4wdZZvP9dHDIBRDOe5sQlqMvNMWW,Oshimili South,Black,Local Used,2500,Petrol,Toyota,53507,Corolla,5775000,,Registered,Automatic,2010
,Registered,jEY4wdZtbnc07vQwIgh3ZUZLWAXAIPp,Gwarinpa,Gray,Nigerian Used,3300,Petrol,Toyota,337346,Camry,3744000,,Registered,Automatic,2005
SUV,Imported,jEY4wdZTmdbYh7jBjFbTIdNBOF7pzOh,Port-Harcourt,Black,Local Used,4000,Petrol,Nissan,60730,Pathfinder,3034000,Abuja,Registered,Automatic,2005
SUV,Imported,jEY4wdZEEbBzLcSKk1XaHNmxlx20oDh,Amuwo-Odofin,Black,Nigerian Used,5600,Petrol,Nissan,190935,Armada,7035000,LAGOS,Registered,Automatic,2005
,Imported,jEY4wdZSFZIrlggY3x2KSZmwSGy08vu,Ajah,White,Nigerian Used,3500,Petrol,Toyota,191195,Avalon,4095000,Lagos,Registered,Automatic,2007
,Registered,jEY4wdZJHN8aYz9lLwXSnlWS6JftFRE,Gwagwalada,Green,Local Used,1800,Petrol,Toyota,482800,Corolla,4160000,ABUJA,Registered,Automatic,2005
SUV,Imported,jEY4wdZFunTqLfznwIQrkXB8W6swLzc,Ogba,Burgandy,Foreign Used,4700,Petrol,Lexus,185778,GX,20800000,,Imported,Automatic,2009
,Imported,jEY4wdZk5PuPghKsCn87TYoWtOE5g0f,Garki 2,Black,Foreign Used,3500,Petrol,Ford,325071,F-150,20592000,,Imported,Automatic,2011
,Registered,jEY4wdZBVhzDcLY4tuQVIL9SqEzUtBP,Port-Harcourt,Blue,Nigerian Used,,Petrol,Volkswagen,180602,Passat,2415000,Abuja,Registered,Automatic,2007
Sedan,Registered,jlCs49QjdZn9wLPRsD4RdpvSHr84nk,Owerri,Gray,Nigerian Used,1800,Petrol,Toyota,482800,Corolla,3864000,Lagos,Registered,Automatic,2005
SUV,Imported,jEY4wdZBvQCW4WrIyheqbAbm3Oc9d0i,Gwarinpa,Black,Nigerian Used,3500,Petrol,Honda,341413,Crosstour,7035000,,Registered,Automatic,2012
,Imported,jEY4wdZS2xan6s5MOdQ7LTg1IST3rTA,Enugu,Black,Nigerian Used,3500,Petrol,Honda,87244,Accord,9152000,Enugu,Registered,Automatic,2014
,Registered,jEY4wdZy2tpphDCX0akvuPFOs9lZGeh,Port-Harcourt,Gray,Nigerian Used,3000,Petrol,Toyota,208728,Avalon,1995000,River,Registered,Automatic,2004
,Imported,jEY4wdZEQ9ByqK7aWTFCIg11QpCNB1D,Gudu,Silver,Foreign Used,307,Petrol,Peugeot,104011,307,5250000,,Imported,Manual,2007
,Imported,jEY4wdZcLV1lFOpDGF96QCFdKLWEZVb,Ibadan,Silver,Nigerian Used,1600,Petrol,Toyota,88696,Corolla,4410000,LAGOS,Registered,Manual,2014
SUV,Registered,jEY4wdZyJVdbUKi5isVbKGAaWHoe86r,Mushin,Black,Local Used,3500,Petrol,Mercedes-Benz,220840,M Class,6300000,EDO,Registered,Automatic,2008
,Imported,jEY4wdZpA3eFEPVldQJse22aMnOAUwb,Alimosho,Blue,Nigerian Used,3500,Petrol,Lexus,154743,GS,6300000,LAGOS,Registered,Automatic,2007
,Registered,jEY4wdZcN6La2lNMJYfqdsSTGYI9Ttg,Akure,Silver,Local Used,2000,Petrol,Honda,336794,Accord,2288000,ONDO,Registered,Automatic,2004
,Imported,jEY4wdZSUy0JhPs2HWsc9dPU1FVCBJd,Jabi,Black,Local Used,3000,Petrol,Mercedes-Benz,93597,E43 AMG,73500000,ABUJA,Registered,Automatic,2018
,Registered,jEY4wdZWAReGTi93gx9hHNEt1UOadeV,Umuahia,Silver,Nigerian Used,3000,Petrol,Lexus,238789,ES,3150000,IMO,Registered,Automatic,2003
Sedan,Imported,jEY4wdZBvLUqTigddL3YO8UywoRY1bQ,Port-Harcourt,Teal,Nigerian Used,3500,Petrol,Toyota,246295,Avalon,5460000,,Registered,Automatic,2007
,Imported,jEY4wdZblOK7S6Vcpgzs8BdiCay77gA,Alimosho,Silver,Local Used,2800,Petrol,Ford,234154,Galaxy,2520000,Lagos,Registered,Automatic,2000
SUV,Registered,jEY4wdZdJ7D5UMPCKNQItnWhIUsT4hY,Lekki,Black,Local Used,5000,Petrol,Land Rover,129221,Range Rover,14175000,LAGOS,Registered,Automatic,2013
,Imported,jEY4wdZKZrfvwpWWCn5xudUXKmLCTd2,Alimosho,Silver,Local Used,2400,Petrol,Toyota,273129,Camry,3640000,Lagos State,Registered,Automatic,2004
SUV,Imported,jEY4wdZgtxhH3Y77YREubJxd8nahuWG,Isolo,Gold,Nigerian Used,3500,Petrol,Mercedes-Benz,98229,M Class,10710000,LAGOS,Registered,Automatic,2010
Coupe,Imported,jEY4wdZEGtQpGPpL0VwcdtVpn6to730,Kubwa,White,Foreign Used,3700,Petrol,Ford,46921,Mustang,13650000,,Imported,Automatic,2014
,Imported,jEY4wdZjcAkRhkYwN30cgzYWkOrSidV,Ogba,Black,Foreign Used,4000,Petrol,Audi,118937,A8,27300000,,Imported,Automatic,2014
SUV,Imported,jEY4wdZG9CH6M9KpFmXVbvXQ8pw73XC,Garki 2,Black,Foreign Used,5000,Petrol,Land Rover,51351,Range Rover,98700000,,Imported,Automatic,2020
,Imported,jEY4wdZCkbj9aLXcyTAm5nfDERekeCW,Lugbe District,Green,Nigerian Used,1800,Petrol,Toyota,272911,Corolla,1890000,,Registered,Automatic,1999
Minivan,Imported,jEY4wdZfxofcjUKC9RpyQEp6CD4Chhp,Lugbe District,Gray,Foreign Used,3500,Petrol,Toyota,205380,Sienna,17160000,,Imported,Automatic,2012
SUV,Imported,jEY4wdZdr3egb1dCbih9LGx89rQQnPD,Lekki,Silver,Local Used,3000,Petrol,Volvo,311964,XC60,5355000,,Registered,Automatic,2010
,Registered,jEY4wdZAkhLWgBzQ0Tewv1CbAvy5lX6,Gwagwalada,Blue,Nigerian Used,2400,Petrol,Toyota,287281,Camry,5355000,LAGOS,Registered,Automatic,2007
,Imported,jEY4wdZQF6mr6GWrZNqlIyvLwOJp88h,Lekki,Gray,Nigerian Used,2400,Petrol,Toyota,291876,Camry,5620000,,Registered,Automatic,2008
,Imported,jEY4wdZZ8vysaBsFAzym66OIMsL7i0n,Alimosho,Black,Nigerian Used,1800,Petrol,Toyota,345161,Corolla,1995000,Lagos,Registered,Manual,2004
,Registered,jlCs49QEKPDREbYG1luXd7e3AxrDGj,Kubwa,Gray,Nigerian Used,3500,Petrol,Lexus,223388,ES,6510000,Edo state,Registered,Automatic,2008
,Imported,jEY4wdZqJbkUG6U9tBiR36WWKoxLawJ,Isolo,Red,Local Used,1800,Petrol,Hyundai,131317,Elantra,5460000,LAGOS,Registered,Automatic,2015
SUV,Registered,jEY4wdZkSs2ysQ0ngTK97ddQJGfVh63,Ibadan,Black,Local Used,3700,Petrol,Ford,114014,Edge,5040000,LAGOS,Registered,Automatic,2013
SUV,Imported,jEY4we00WH8paNZGGMnCBJTeYZ9qZ9g,Surulere,Gray,Nigerian Used,3300,Petrol,Hyundai,220502,Santa Fe,5250000,LAGOS,Registered,Automatic,2007
SUV,Registered,jEY4wdZwF4V63OxQvRXeyAboBNjYV6E,Yaba,Black,Nigerian Used,2400,Petrol,GAC,55673,GS4,15750000,LAGOS,Registered,Automatic,2017
,Imported,jEY4wdZLk8CaBBFPYfFbghfzCiQyxhw,Isolo,White,Nigerian Used,3500,Petrol,Mercedes-Benz,168986,M Class,19760000,LAGOS,Registered,Automatic,2012
SUV,Registered,jEY4wdZEpgd67Iol8mV7sT7mNLJjZSe,Uyo,Blue,Local Used,3500,Petrol,Ford,104965,Edge,2940000,UYO,Registered,Automatic,2007
,Imported,jlCs49PHx5yAkxNKPTw4tShZcpR50L,Lekki,Black,Nigerian Used,2400,Petrol,Toyota,33395,Land Cruiser Prado,39900000,,Registered,Automatic,2015
,Imported,jEY4wdZLVr5jAVSnnSfVMQF7nCvkIBr,Surulere,Red,Foreign Used,2000,Petrol,Ford,172067,Focus,6048000,,Imported,Automatic,2014
,Registered,jEY4wdZTY1E0j4J0HlJ7QzPrZ8lKhkM,Ibadan,Black,Local Used,4500,Petrol,Ford,301868,Explorer,3570000,Lagos,Registered,Automatic,2006
SUV,Imported,jEY4wdZWLw4JFpRfwMzbwcHYjiRRsrk,Port-Harcourt,Red,Nigerian Used,3700,Petrol,Dodge,192596,Nitro,4725000,Lagos,Registered,Automatic,2009
SUV,Imported,jEY4we01h1QvJsfMgabtH715NBCDMqm,Karu,Silver,Foreign Used,2700,Petrol,Toyota,82517,Venza,16640000,,Imported,Automatic,2010
,Registered,jEY4wdZFavdeDA5rkq5Iw9w5MpIFju3,Ibadan,Black,Nigerian Used,1800,Petrol,Toyota,151776,Corolla,5250000,LAGOS,Registered,Automatic,2008
,Imported,jEY4wdZOnOJ8zdhDXeIqbY7AagM3cdB,Abule Egba,Gold,Local Used,3000,Petrol,Toyota,128999,Sienna,3120000,Ondo,Registered,Automatic,2002
,Imported,jlCs49QzeY79sm5BPo8VITOQrRWjlJ,Ibadan,Gray,Nigerian Used,2500,Petrol,Toyota,82315,Camry,7980000,LAGOS,Registered,Automatic,2012
SUV,Registered,jEY4wdZnFrVWPTFSimFiLXs1CVy7vB7,Alimosho,Black,Nigerian Used,2400,Petrol,Honda,315556,CR-V,2625000,LAGOS,Registered,Automatic,2003
,Registered,jEY4wdZrUC9q8iZxjMxdXHEWxavvuzB,Port-Harcourt,Gray,Local Used,1800,Petrol,Honda,187814,Civic,3250000,Abuja,Registered,Automatic,2006
Sedan,Registered,jEY4wdZodFlANPSWCoE8UdStAedaLYv,Port-Harcourt,Black,Nigerian Used,2500,Petrol,Toyota,120898,Camry,13440000,,Registered,CVT,2015
,Imported,jEY4wdZIUEXXoFho4hgxdsweB0iit7n,Port-Harcourt,Gray,Foreign Used,3500,Petrol,Toyota,329423,Sienna,14560000,,Imported,Automatic,2012
,Registered,jEY4wdZRRmWqM78z7jLzmYxHX3s2Dam,Ikeja,Blue,Local Used,1600,Petrol,Hyundai,199160,Accent,2625000,,Registered,Automatic,2009
SUV,Registered,jEY4wdZa28fFBKOxNTrFLXW3C5KHBwv,Lugbe District,Silver,Nigerian Used,3500,Petrol,Lexus,295457,RX,8060000,FCT,Registered,Automatic,2009
Minivan,Registered,jEY4wdZUnTWlo00ZMZIufuUKKwHL7zP,Port-Harcourt,Gold,Nigerian Used,3300,Petrol,Toyota,140408,Sienna,3832500,Lagos,Registered,Automatic,2006
,Imported,jEY4wdZr2iF0xdAh9EvP2Qjt1TN0wh8,Jabi,Red,Foreign Used,3500,Petrol,Lexus,173198,ES,21000000,,Imported,Automatic,2016
,Registered,jEY4wdZrJMK6iLqygGKk91VSLsDZ86T,Ibadan,Red,Nigerian Used,1800,Petrol,Toyota,299999,Corolla,4680000,LAGOS,Registered,Automatic,2006
,Registered,jEY4wdZqc3aGea45EKyYttwFmnWBHCY,Surulere,Black,Local Used,1600,Petrol,Kia,82034,Cerato,4725000,LAGOS,Registered,Automatic,2012
SUV,Imported,jEY4wdZAF2FngRaUyhBI4UgIgnPt9Xc,Owerri,White,Nigerian Used,3500,Petrol,Lexus,134806,RX 350,13440000,IMO,Registered,Automatic,2011
Truck,Imported,jEY4wdZQFkYbmEzFdg4t0krZibzgH8N,Gwarinpa,Black,Nigerian Used,5400,Petrol,Ford,76154,F-150,10500000,,Registered,Automatic,2010
SUV,Imported,jEY4wdZq29zuLVM3GQVpjwrMyBXz0o8,Ogudu,White,Foreign Used,3500,Petrol,Lexus,106991,RX 350,49920000,,Imported,Automatic,2018
SUV,Registered,jEY4wdZJf43kROyyqZxX7zMKgFqQ8fh,Ikoyi,Brown,Nigerian Used,5700,Petrol,Lexus,51342,LX,48300000,,Registered,Automatic,2015
,Imported,jEY4wdZnUvWL5XDULERmO4QExnay4vQ,Isolo,Gray,Nigerian Used,2400,Petrol,Toyota,154714,Camry,5775000,Lagos,Registered,Automatic,2008
,Registered,jEY4wdZwXgVM4Mqqk6g6WAF0B4YdEac,Asokoro,White,Nigerian Used,2900,Petrol,Volvo,204133,XC90,7875000,,Registered,Automatic,2003
,Registered,jEY4wdZAZvJA5zCgPfbHCWHPladztFn,Gudu,Silver,Nigerian Used,4000,Petrol,Nissan,115201,Pathfinder,3150000,,Registered,Automatic,2005
,Registered,jEY4wdZnsTTlAAAAZuMikFPhZ4n7q5l,Lugbe District,Red,Local Used,2400,Hybrid,Toyota,167891,Camry,5208000,LAGOS,Registered,Automatic,2010
,Imported,jEY4wdZQ0ITL1FmZi2EksGzWWfOFpC1,Oshimili South,Silver,Local Used,2500,Petrol,Toyota,267520,Camry,6760000,ABUJA,Registered,Automatic,2011
SUV,Brand new,jEY4wdZjpAJOtbSshdeyU828PjyeEQC,Wuse,White,Local Used,2000,Petrol,Changan,24242,CS95,26250000,Abuja,Registered,Automatic,2020
SUV,Registered,jEY4wdZjc46zWBvZzmvJzmAjokuq6QF,Gwarinpa,Silver,Nigerian Used,3000,Petrol,BMW,330473,X3,6720000,,Registered,Automatic,2008
,Imported,jEY4wdZExhxRDZPtfWarQbFPhCHUsLU,Lekki,Black,Foreign Used,3500,Petrol,Lexus,125872,ES,17850000,,Imported,Automatic,2013
Minivan,Imported,jEY4wdZPFgigkZaQD3RpfYK927K2UQE,Uyo,Gray,Foreign Used,3300,Petrol,Toyota,151442,Sienna,8840000,,Imported,Automatic,2004
,Registered,jEY4wdZkdp48B0uUk6PFfd93QNq42TM,Akure,Black,Nigerian Used,1400,Petrol,Toyota,150036,Corolla,3675000,Lagos,Registered,Automatic,2006
,Imported,jEY4wdZHnRm5LGM5MwEDvZcPKbX8H8V,Karu,Silver,Local Used,3000,Petrol,Lexus,210512,RX,8632000,,Registered,Automatic,2005
SUV,Imported,jEY4wdZcMHOldwwyJIAa5XMh7Wk7XVB,Surulere,Red,Foreign Used,2400,Petrol,Jeep,161720,Compass,8400000,,Imported,Automatic,2013
,Registered,jEY4wdZTjKtskuWIXNnLULmiX6uwqr8,Abule Egba,Blue,Nigerian Used,3300,Petrol,Toyota,250186,Sienna,4200000,KWARA,Registered,Automatic,2004
,Brand new,jEY4wdZwP3MtZ1xM1hkFSp182RUMb5p,Kosofe,Black,Nigerian Used,2000,Petrol,Ford,108773,Fusion,7140000,,Registered,Automatic,2016
SUV,Imported,jEY4wdZBPdHRXWgBGaKoLQ9XakbAw6j,Gwarinpa,Black,Nigerian Used,4800,Petrol,BMW,116654,X5,9030000,,Registered,Automatic,2007
,Registered,jEY4wdZmBwlU38ovEYnyNMbeIKwdoLu,Gudu,Gray,Nigerian Used,2400,Petrol,Honda,274838,CR-V,3675000,,Registered,Automatic,2002
,Registered,jEY4wdZfqiw67JczPchyeOsS6Eo9dY2,Gudu,Silver,Local Used,,Petrol,Kia,97828,Sportage,7072000,,Registered,Automatic,2012
Sedan,Registered,jEY4wdZwA0LCiwxR7vcttdTpVmQGlDG,Port-Harcourt,Gold,Nigerian Used,2400,Petrol,Toyota,183214,Camry,2730000,,Registered,Automatic,2004
,Registered,jEY4wdZMOspedxy1bItDujdbyDCnDWh,Ogba,Blue,Nigerian Used,3500,Petrol,Lexus,160051,ES,8944000,,Registered,Automatic,2010
Truck,Imported,jEY4wdZiAiUpspckOITb5bdAeiItXXz,Ibadan,Gray,Foreign Used,3500,Petrol,Toyota,318885,Tacoma,35000000,,Imported,Automatic,2017
Truck,Imported,jEY4wdZpPzpkxsbHSoLj0QaHI6AnBSo,Magodo,Gray,Foreign Used,3500,Petrol,Toyota,98330,Tacoma,39520000,,Imported,Automatic,2017
,Registered,jEY4we00vb8irR5nTp05KGOgsD9UiRE,Jabi,Silver,Nigerian Used,2400,Petrol,Toyota,368604,Camry,2940000,ABUJA,Registered,Automatic,2005
Coupe,Imported,jEY4wdZraidRlvbxEsZL7KmsoHi6GhN,Lekki,Black,Foreign Used,4000,Petrol,Ford,154403,Mustang,5145000,,Imported,Automatic,2007
SUV,Imported,jEY4wdZ9wD0BBmjt1ixcEjzeRyvUXUv,Wuse,Blue,Nigerian Used,3300,Petrol,Toyota,244550,Highlander,6760000,Abuja,Registered,Automatic,2004
SUV,Registered,jEY4wdZnyVKpdpPpjWoJt0TZfcuNz1a,Lekki,Red,Nigerian Used,4400,Petrol,Land Rover,156546,Lr3,5250000,LAGOS,Registered,Automatic,2007
SUV,Imported,jEY4wdZjxf04p8xojfJW5uIFq081j9Z,Lekki,Blue,Foreign Used,3500,Petrol,Lexus,127469,RX 350,47840000,,Imported,Automatic,2017
SUV,Registered,jEY4we00q8FKJyQ7IvEeAloC59p7sbu,Ibeju,Silver,Nigerian Used,3500,Petrol,Honda,172286,Pilot,4725000,LAGOS,Registered,Automatic,2008
SUV,Imported,jEY4wdZX7wBTmJdPbD7EtuVUxNsksMh,Ikeja,White,Foreign Used,3300,Petrol,Hyundai,291409,Santa Fe,17680000,,Imported,Automatic,2016
,Registered,jEY4wdZtl0zhZAmiwSEkTNZ1IJQM3iw,Garki 2,Gray,Nigerian Used,1800,Petrol,Toyota,207075,Corolla,5775000,,Registered,Automatic,2010
,Registered,jEY4wdZbl8VbktcVJq2XNZIvg5yP87I,Ibadan,Silver,Nigerian Used,3000,Petrol,Toyota,530349,Camry,3150000,Ogun State,Registered,Manual,2002
,Imported,jEY4wdZomNH9PfU8O4QoluqeOPA2l2D,Lugbe District,Gold,Local Used,3500,Petrol,Lexus,220774,GS,7072000,ABUJA,Registered,Automatic,2006
,Imported,jEY4wdZti6C0zZ6EFP7cF6DYQ1ZTfAJ,Lekki,Black,Nigerian Used,1300,Petrol,JAC,65175,J3,1995000,LAGOS,Registered,Manual,2014
,Registered,jEY4wdZmvcy1XuZoCbluoGaKz19s8CA,Akure,Black,Local Used,2400,Petrol,Honda,145757,Accord,4888000,Abuja,Registered,Automatic,2009
,Registered,jEY4wdZM7cHTfpb1HylU2EHMVAc4oVX,Ibadan,Silver,Nigerian Used,1600,Petrol,Toyota,327172,Picnic,2100000,LAGOS,Registered,Automatic,1998
,Registered,jEY4wdZfvtjaskgW12JdtkOMLJla75E,Yaba,Gold,Local Used,1600,Petrol,Volkswagen,186881,Jetta,2625000,LAGOS,Registered,Automatic,2009
,Registered,jEY4wdZodtG2GG7rn10dnleAkSIX86X,Alimosho,Blue,Nigerian Used,3500,Petrol,Lexus,214542,GS,5565000,,Registered,Automatic,2006
,Registered,jEY4wdZBLtUhR5psFh92tplF743VfuK,Kaduna / Kaduna State,Black,Nigerian Used,1600,Petrol,Nissan,205897,Sunny,2257500,BAUCHI,Registered,Automatic,2007
SUV,Registered,jEY4wdZAl0exlJ0ChjNHeurAFyq1vsP,Lekki,Black,Nigerian Used,4000,Petrol,Nissan,102755,Xterra,2940000,LAGOS,Registered,Automatic,2006
SUV,Imported,jEY4wdZXMFXQsvlRQXa0oWHCFMM7TYL,Amuwo-Odofin,Brown,Foreign Used,5000,Petrol,Land Rover,14274,Range Rover Sport,10710000,,Imported,Automatic,2010
SUV,Imported,jEY4wdZQbIZZUdUxbOWfaFdQWp1GD1j,Ibadan,Red,Foreign Used,2000,Petrol,Ford,120306,Edge,16800000,,Imported,Automatic,2016
Sedan,Registered,jEY4wdZKRGSRXmxGVJb9KnByFzZp6P2,Lugbe District,Black,Nigerian Used,3500,Petrol,Lexus,162879,ES,7455000,FCT,Registered,Automatic,2007
SUV,Registered,jEY4wdZbOiu3QYIc4GGkHaTRbMAUYcd,Wuse,Black,Nigerian Used,2000,Petrol,Ford,161897,Escape,7350000,Abuja,Registered,Automatic,2014
,Registered,jEY4we00F3uuW11enIjqQ2U4sfIFkrU,Ikorodu,Red,Nigerian Used,2800,Petrol,Toyota,325873,Camry,2080000,,Registered,Automatic,1999
,Imported,jEY4wdZxnU3yQ5kbMAgn6MB3XmHElJo,Alimosho,Silver,Nigerian Used,2000,Petrol,Volkswagen,193280,Passat,3150000,Lagos,Registered,Automatic,2008
SUV,Registered,jEY4wdZCgLzkkAaJ2khLWl5W9rx3Gb9,Karu,Black,Local Used,5400,Petrol,Lincoln,226253,Navigator,6090000,,Registered,Automatic,2003
,Imported,jEY4wdZT0NSA5xU53EFF2BXUgWdQxOt,Umuahia,Black,Foreign Used,1000,Petrol,Ford,70649,Focus,16275000,,Imported,Automatic,2018
SUV,Registered,jEY4wdZIhGJlR0b6FhzCyfpLXEPpF8E,Lekki,Silver,Local Used,3300,Petrol,Lexus,196374,RX 330,7350000,LAGOS,Registered,Automatic,2003
,Registered,jlCs49Qcq5YKhHAJycr4Lkr0vv8Zpc,Ikeja,Blue,Nigerian Used,2300,Petrol,Mazda,218091,CX-7,4725000,,Registered,Automatic,2007
,Imported,jEY4wdZETJt2iCFltoBwoKPCnTBfhuI,Akure,Silver,Nigerian Used,1800,Petrol,Toyota,149010,Corolla,9975000,Lagos,Registered,CVT,2015
,Registered,jEY4wdZHfcQZNtGKWxOvvtFQ3w8MqGT,Kaduna / Kaduna State,Green,Nigerian Used,1800,Petrol,Mazda,1,626,1680000,ABUJA,Registered,Manual,2005
SUV,Imported,jEY4wdZXW4emqKdNLm3VM2EQP8vztTl,Alimosho,Gray,Foreign Used,3500,Petrol,Honda,97586,Accord Crosstour,13650000,,Imported,Automatic,2013
SUV,Imported,jEY4wdZOkpc0HEDcP8qAtIiGtP4DEHM,Isolo,Gray,Local Used,3500,Petrol,Acura,95670,MDX,4160000,Lagos,Registered,Automatic,2006
SUV,Imported,jEY4wdZPGtKGjgrLdDLynA1ZpdhANRq,Kosofe,White,Foreign Used,2000,Petrol,Mercedes-Benz,69914,GLC-Class,36750000,,Imported,Automatic,2016
,Imported,jEY4wdZVvhqum2XkL8sKo5aUkbg4Qbp,Ibadan,Blue,Nigerian Used,,Petrol,Mitsubishi,409166,L200,5775000,Lagos,Registered,Automatic,2006
,Imported,jEY4wdZn9337CeJJGzHqFfFDQJPsdo5,Ikeja,Gray,Foreign Used,4000,Petrol,Nissan,71899,Xterra,6195000,,Imported,Automatic,2009
SUV,Registered,jEY4wdZfKGjlGCcHthP8mpFklUNvtOZ,Uyo,Black,Nigerian Used,3500,Petrol,Toyota,94062,RAV4,4830000,AKWA IBOM,Registered,Automatic,2007
,Imported,jEY4wdZqxuAObUmAqFgNotTr2llsvX6,Kosofe,Silver,Foreign Used,3500,Petrol,Acura,190412,MDX,22050000,,Imported,Automatic,2017
SUV,Imported,jEY4wdZZjLfEYmIfIvqn6wX3vqtNYBf,Mushin,White,Nigerian Used,2400,Petrol,Toyota,279056,Venza,8925000,LAGOS,Registered,Automatic,2010
,Registered,jEY4wdZJxWWxWWIoFsjr4esJI6OzqkS,Port-Harcourt,Red,Nigerian Used,3400,Petrol,Lexus,111357,GS,8085000,Abuja,Registered,CVT,2007
Sedan,Imported,jEY4wdZWKSFOOYgbXv1uMr4C2VuFpOQ,Lugbe District,Blue,Nigerian Used,1800,Petrol,Audi,164374,A4,8400000,Kaduna,Registered,Manual,2008
SUV,Imported,jEY4wdZiW7Uh4MVBoXgt150ydDJFZeO,Garki 2,Gray,Nigerian Used,3000,Petrol,Toyota,250486,Sienna,2625000,,Registered,Automatic,2003
SUV,Registered,jEY4wdZOYVoufxx35Uj6hzQriGcJ81S,Ojodu,Blue,Nigerian Used,3700,Petrol,Mazda,244310,CX-9,4410000,,Registered,Automatic,2008
,Registered,jEY4wdZEFoDjwZ7ew2G7klul1nbuowP,Yaba,Silver,Nigerian Used,1600,Petrol,Hyundai,118013,Accent,1732500,LAGOS,Registered,Manual,2008
SUV,Imported,jEY4wdZEk3tPRfB4WtFqGrhijZRK8M7,Wuse,Gray,Local Used,5700,Petrol,Land Rover,139344,Lr4,26250000,Abuja,Registered,Automatic,2014
